"Hospital","Ph_no","Street","Suburb","Pcode","State","LHN","PHN","Website","Description","Sector","Beds","Lat","Long","bed_grp","ED","Regional","Size","Special","web_address"
"Orange Health Service","02 6369 3000","1502 Forest Road","Orange",2800,"NSW","Western NSW","Western NSW","","Large regional hospital with an emergency department","Public","200-500",-33.3209,149.09505,4,1,1,3,0,"https://www.myhospitals.gov.au"
"Orbost Regional Health","03 5154 6666","104 Boundary Road","Orbost",3888,"Vic","Orbost Regional Health","Gippsland","","Small hospital","Public","<50",-37.701844,148.464957,1,0,0,1,0,"https://www.myhospitals.gov.au"
"Orroroo and District Health Service","08 8658 1023","Pekina Road","Orroroo",5431,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/orroroohealthservice","Regional hospital","Public","<50",-32.738519,138.607206,1,0,1,0,0,"https://www.sahealth.sa.gov.au/orroroohealthservice"
"Orygen Inpatient Unit","03 8345 7550","35 Mavis Street","Footscray",3011,"Vic","Melbourne Health","North Western Melbourne","www.oyh.org.au","Specialist psychiatric hospital","Public","<50",-37.791926,144.886617,1,0,0,0,1,"https://www.oyh.org.au"
"Osborne Park Hospital","08 9346 8000","Osborne Place","Stirling",6021,"WA","North Metropolitan Health Service (WA)","Perth North","www.oph.health.wa.gov.au","Small hospital","Public","100-199",-31.885976,115.804717,3,0,0,1,0,"https://www.oph.health.wa.gov.au"
"Otway Health & Community Services [Apollo Bay]","03 5237 8500","37-43 Mclachlan Street","Apollo Bay",3233,"Vic","Otway Health and Community Services (Apollo Bay)","Western Victoria","www.otwayhealth.org.au","Regional hospital","Public","<50",-38.753853,143.664264,1,0,1,0,0,"https://www.otwayhealth.org.au"
"Oxford Day Surgery and Dermatology","08 6140 1000","Suite 4, 1st Floor, 416-418 Oxford Street","Mount Hawthorn",6016,"WA","","","www.oxforddaysurgery.com.au","","Private","<50",-31.922727,115.841536,1,0,0,0,0,"https://www.oxforddaysurgery.com.au"
"Oxford Day Surgery Centre","08 8373 1755","54 Oxford Terrace","Unley",5061,"SA","","","","","Private","",-34.949659,138.608408,0,0,0,0,0,"https://www.myhospitals.gov.au"
"Pacific Private Day Hospital","07 5556 6222","123 Nerang Street","Southport",4215,"Qld","","","www.pacificprivatehospital.com.au","","Private","<50",-27.970407,153.407829,1,0,0,0,0,"https://www.pacificprivatehospital.com.au"
"Pambula Hospital","02 6495 8200","Merimbola Street","Pambula",2549,"NSW","Southern NSW","South Eastern NSW","","Regional hospital","Public","<50",-36.926316,149.879232,1,0,1,0,0,"https://www.myhospitals.gov.au"
"Paraburdoo Hospital","08 9159 8222","Lot 608 Rocklea Road","Paraburdoo",6754,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=254","Regional hospital","Public","<50",-23.203031,117.670633,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=254"
"Parkside Cosmetic Surgery","08 8357 0300","7 Unley Road","Parkside",5063,"SA","","","www.parksidecosmetic.com.au","","Private","<50",-34.941936,138.606952,1,0,0,0,0,"https://www.parksidecosmetic.com.au"
"Parkwynd Private Hospital","08 8223 3294","137 East Terrace","Adelaide",5000,"SA","","","www.parkwyndprivatehospital.com.au","","Private","<50",-34.928514,138.614276,1,0,0,0,0,"https://www.parkwyndprivatehospital.com.au"
"Peak Hill Multipurpose Service","02 6861 7100","111 Newell Highway","Peak Hill",2869,"NSW","Western NSW","Western NSW","","Regional hospital with an emergency department","Public","<50",-32.735907,148.199615,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Peel Health Campus","08 9531 8000","110 Lakes Road","Mandurah",6210,"WA","South Metropolitan Health Service (WA)","Perth South","www.health.wa.gov.au/services/detail.cfm?Unit_ID=2514","Medium metropolitan hospital with an emergency department","Public","100-199",-32.532573,115.763504,3,1,0,2,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=2514"
"Pemberton Hospital","08 9776 4000","Railway Cresent","Pemberton",6260,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=149","Regional hospital","Public","<50",-34.444875,116.031954,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=149"
"Peninsula Private Hospital Queensland","07 3883 9300","Corner of George and Florence Streets","Kippa-Ring",4021,"Qld","","","www.peninsulaprivate.com.au","","Private","<50",-27.230696,153.093087,1,0,0,0,0,"https://www.peninsulaprivate.com.au"
"Peninsula Private Hospital Victoria","03 9788 3466","525 McClelland Drive","Frankston",3199,"Vic","","","www.peninsulaph.com.au/","","Private","100-199",-38.157557,145.169552,3,0,0,0,0,"https://www.peninsulaph.com.au/"
"Pennant Hills Day Surgery","02 9481 0048","361 Pennant Hills Rd","Pennant Hills",2120,"NSW","","","www.pennanthillsdaysurgery.com.au","","Private","",-33.738295,151.074354,0,0,0,0,0,"https://www.pennanthillsdaysurgery.com.au"
"Penola War Memorial Hospital","08 8737 2311","18 Church Street","Penola",5277,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/penolahospital","Regional hospital","Public","<50",-37.382873,140.836465,1,0,1,0,0,"https://www.sahealth.sa.gov.au/penolahospital"
"Perfect Vision Day Surgery","131340","3/25-29 Hunter Street","Hornsby",2077,"NSW","","","www.perfectvision.com.au","","Private","",-33.70323,151.100259,0,0,0,0,0,"https://www.perfectvision.com.au"
"Perth Clinic","08 9481 4888","27-29 Havelock Street","West Perth",6005,"WA","","","www.perthclinic.com.au","","Private","50-99",-31.950874,115.843266,2,0,0,0,0,"https://www.perthclinic.com.au"
"Peter MacCallum Cancer Centre","03 9656 1111","305 Grattan Street","Melbourne",3000,"Vic","Peter MacCallum Cancer Institute (Vic)","North Western Melbourne","www.petermac.org","Specialist cancer hospital","Public","100-199",-37.80001,144.956607,3,0,0,0,1,"https://www.petermac.org"
"Peterborough Soldiers' Memorial Hospital","08 8651 0400","23 Hurlstone Street","Peterborough",5422,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/peterboroughhospital","Regional hospital","Public","<50",-32.980786,138.830344,1,0,1,0,0,"https://www.sahealth.sa.gov.au/peterboroughhospital"
"Pindara Day Procedure Centre","07 5588 9588","13 Carrara Street","Benowa",4217,"Qld","","","","","Private","",-28.008508,153.39373,0,0,0,0,0,"https://www.myhospitals.gov.au"
"Pindara Private Hospital","07 5588 9888","Allchurch Avenue","Benowa",4217,"Qld","","","www.pindaraprivate.com.au","","Private","200-500",-28.007076,153.393569,4,0,0,0,0,"https://www.pindaraprivate.com.au"
"Pine Rivers Private Hospital","07 3881 7222","34 Dixon Street","Strathpine",4500,"Qld","","","www.pineriversprivatehospital.com.au","","Private","50-99",-27.308361,152.994832,2,0,0,0,0,"https://www.pineriversprivatehospital.com.au"
"Pingelly Health Centre","08 9887 2222","Corner of Somerset St and Brown St","Pingelly",6308,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=150","Regional hospital","Public","<50",-32.533042,117.089789,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=150"
"Pinnaroo Soldiers' Memorial Hospital","08 8577 9222","Bundey Terrace","Pinnaroo",5304,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/pinnaroohospital","Regional hospital","Public","<50",-35.257499,140.902447,1,0,1,0,0,"https://www.sahealth.sa.gov.au/pinnaroohospital"
"Plantagenet Hospital","08 9892 1222","Langton Road","Mount Barker",6324,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=151","Regional hospital","Public","<50",-34.626092,117.654561,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=151"
"Port Augusta Hospital and Regional Health Services","08 8668 7500","71 Hospital Road","Port Augusta",5700,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/ptaugusthospital","Medium regional hospital with an emergency department","Public","50-99",-32.509417,137.776279,2,1,1,2,0,"https://www.sahealth.sa.gov.au/ptaugusthospital"
"Port Broughton and District Hospital and Health Service","08 8635 2200","Bay Street","Port Broughton",5522,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/ptbroughtonhospital","Regional hospital","Public","<50",-33.601287,137.934379,1,0,1,0,0,"https://www.sahealth.sa.gov.au/ptbroughtonhospital"
"Port Kembla Hospital","02 4223 8000","89-91 Cowper Street","Warrawong",2502,"NSW","Illawarra Shoalhaven","South Eastern NSW","www.islhd.health.nsw.gov.au/Port_Kembla_Hospital/default.asp","Metropolitan hospital","Public","50-99",-34.485923,150.881778,2,0,0,0,0,"https://www.islhd.health.nsw.gov.au/Port_Kembla_Hospital/default.asp"
"Port Lincoln Health Service","08 8683 2200","39 Oxford Terrace","Port Lincoln",5606,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/ptlincolnhospital","Small hospital with an emergency department","Public","50-99",-34.72408,135.850201,2,1,0,1,0,"https://www.sahealth.sa.gov.au/ptlincolnhospital"
"Port Macquarie Hospital","02 6581 2000","1-31 Wrights Road","Port Macquarie",2444,"NSW","Mid North Coast","North Coast","","Large regional hospital with an emergency department","Public","200-500",-31.452336,152.878304,4,1,1,3,0,"https://www.myhospitals.gov.au"
"Port Macquarie Private Hospital","02 6583 5655","Lake Road","Port Macquarie",2444,"NSW","","","www.portmacquarieprivate.com.au/","","Private","50-99",-31.442073,152.909375,2,0,0,0,0,"https://www.portmacquarieprivate.com.au/"
"Port Pirie Regional Health Service","08 8638 4500","Alexander Street","Port Pirie",5540,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/PtPiriehospital","Small hospital with an emergency department","Public","50-99",-33.177339,138.005533,2,1,0,1,0,"https://www.sahealth.sa.gov.au/PtPiriehospital"
"Portland District Health","03 5521 0333","Bentinck Street","Portland",3305,"Vic","Portland District Health","Western Victoria","www.pdh.net.au","Small hospital","Public","50-99",-38.340713,141.606087,2,0,0,1,0,"https://www.pdh.net.au"
"Portland Hospital","02 6359 2666","20 Green Street","Portland",2847,"NSW","Nepean Blue Mountains","Nepean Blue Mountains","www.nbmlhd.health.nsw.gov.au/Portland-Tabulam-Health-Service","Regional hospital","Public","<50",-33.358415,149.978565,1,0,1,0,0,"https://www.nbmlhd.health.nsw.gov.au/Portland-Tabulam-Health-Service"
"Pregnancy Advisory Centre","08 8243 3999","21 Belmore Terrace","Woodville Park",5011,"SA","Central Adelaide","Adelaide","http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/womens+health+services/unplanned+pregnancy+services/south+australia+abortion+and+support+services","Metropolitan hospital","Public","<50",-34.87999,138.542962,1,0,0,0,0,"http://www.sahealth.sa.gov.au/wps/wcm/connect/public+content/sa+health+internet/health+services/womens+health+services/unplanned+pregnancy+services/south+australia+abortion+and+support+services"
"Prince of Wales Hospital","02 9382 2222","320-346 Barker Street","Randwick",2031,"NSW","South Eastern Sydney","Central and Eastern Sydney","www.seslhd.health.nsw.gov.au/POWH/default.asp","Major hospital with an emergency department","Public","200-500",-33.918492,151.23938,4,1,0,4,0,"https://www.seslhd.health.nsw.gov.au/POWH/default.asp"
"Prince of Wales Private Hospital","02 9650 4000","Barker Street","Randwick",2031,"NSW","","","www.princeofwalesprivatehospital.com.au","","Private","100-199",-33.918492,151.238659,3,0,0,0,0,"https://www.princeofwalesprivatehospital.com.au"
"Princess Alexandra Hospital","07 3176 2111","199 Ipswich Road","Woolloongabba",4102,"Qld","Metro South (Qld)","Brisbane South","www.health.qld.gov.au/services/metrosouth/pa-hosp.asp","Major hospital with an emergency department","Public",">500",-27.499402,153.033542,5,1,0,4,0,"https://www.health.qld.gov.au/services/metrosouth/pa-hosp.asp"
"Princess Margaret Hospital for Children","08 9340 8222","Roberts Road","Subiaco",6008,"WA","Child Adolescent Health Service (WA)","Perth North","www.pmh.health.wa.gov.au","Specialist children's hospital with an emergency department","Public","200-500",-31.946281,115.837011,4,1,0,0,1,"https://www.pmh.health.wa.gov.au"
"Proserpine Hospital","07 4813 9400","26-34 Taylor Street","Proserpine",4800,"Qld","Mackay","Northern Queensland","www.health.qld.gov.au/services/mackay/whitsunday_hs.asp","Small hospital","Public","<50",-20.400017,148.584976,1,0,0,1,0,"https://www.health.qld.gov.au/services/mackay/whitsunday_hs.asp"
"QEII Family Centre","02 6205 2333","129 Carruthers Street","Curtin",2605,"ACT","Australian Capital Territory","Australian Capital Territory","www.cmsinc.org.au","Early parenting centre","Public","<50",-35.323284,149.079172,1,0,0,0,0,"https://www.cmsinc.org.au"
"Quairading Hospital","08 9645 1100","Harris Street","Quairading",6383,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=155","Regional hospital","Public","<50",-32.014481,117.402627,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=155"
"Queanbeyan Hospital","02 6150 7000","16 Erin Street","Queanbeyan",2620,"NSW","Southern NSW","South Eastern NSW","","Small hospital with an emergency department","Public","50-99",-35.347685,149.232294,2,1,0,1,0,"https://www.myhospitals.gov.au"
"Queen Elizabeth Centre [Noble Park]","03 9549 2777","53 Thomas Street","Noble Park",3174,"Vic","Victoria Virtual Local Hospital Network","South Eastern Melbourne","www.qec.org.au","Early parenting centre","Public","<50",-37.972053,145.178285,1,0,0,0,0,"https://www.qec.org.au"
"Queen Elizabeth II Jubilee Hospital","07 3275 6111","Corner of Kessels and Troughton Roads","Coopers Plains",4108,"Qld","Metro South (Qld)","Brisbane South","www.health.qld.gov.au/services/metrosouth/qeii-hosp.asp","Large metropolitan hospital with an emergency department","Public","200-500",-27.559673,153.048852,4,1,0,3,0,"https://www.health.qld.gov.au/services/metrosouth/qeii-hosp.asp"
"Queensland Eye Hospital","07 3236 9844","55 Little Edward Street","Spring Hill",4000,"Qld","","","http://www.curagroup.com.au/queensland-eye-hospital","","Private","<50",-27.4613,153.024547,1,0,0,0,0,"http://www.curagroup.com.au/queensland-eye-hospital"
"Quilpie Hospital","07 4656 0100","30 Gyrica Street","Quilpie",4480,"Qld","South West (Qld)","Western Queensland","www.health.qld.gov.au/services/southwest/swest_quilpie_hosp.asp","Regional hospital","Public","<50",-26.616519,144.274617,1,0,1,0,0,"https://www.health.qld.gov.au/services/southwest/swest_quilpie_hosp.asp"
"Quirindi Hospital","02 6746 0200","Nowland Street","Quirindi",2343,"NSW","Hunter New England","Hunter New England and Central Coast","","Regional hospital with an emergency department","Public","<50",-31.500345,150.676621,1,1,1,0,0,"https://www.myhospitals.gov.au"
"Quorn Health Service","08 8648 7888","Hospital Road","Quorn",5433,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/quornhospital","Regional hospital","Public","<50",-32.350917,138.038138,1,0,1,0,0,"https://www.sahealth.sa.gov.au/quornhospital"
"Radiation Oncology Institute - Gosford","02 4349 8000","41 William Street","Gosford",2250,"NSW","","","https://www.radiationoncologycentres.com.au/centres/gosford/","","Private","",-33.427046,151.345848,0,0,0,0,0,"https://www.radiationoncologycentres.com.au/centres/gosford/"
"Radiation Oncology Institute - The Sydney Adventist Hospital Wahroonga","02 9487 9300","185 Fox Valley Road","Wahroonga",2076,"NSW","","","http://www.sah.org.au/radiotherapy","","Private","",-33.733389,151.098606,0,0,0,0,0,"http://www.sah.org.au/radiotherapy"
"Ravensthorpe Health Centre","08 9838 2211","Martin Street","Ravensthorpe",6346,"WA","WA Country Health Service","Country WA","www.health.wa.gov.au/services/detail.cfm?Unit_ID=157","Regional hospital","Public","<50",-33.584918,120.045461,1,0,1,0,0,"https://www.health.wa.gov.au/services/detail.cfm?Unit_ID=157"
"Redcliffe Hospital","07 3883 7777","Anzac Avenue","Redcliffe",4020,"Qld","Metro North (Qld)","Brisbane North","www.health.qld.gov.au/services/metronorth/metronorth_redc_hosp.asp","Large metropolitan hospital with an emergency department","Public","200-500",-27.228269,153.105245,4,1,0,3,0,"https://www.health.qld.gov.au/services/metronorth/metronorth_redc_hosp.asp"
"Redland Hospital","07 3488 3111","Weippin Street","Cleveland",4163,"Qld","Metro South (Qld)","Brisbane South","www.health.qld.gov.au/services/metrosouth/redland-hosp.asp","Medium metropolitan hospital with an emergency department","Public","100-199",-27.539992,153.251379,3,1,0,2,0,"https://www.health.qld.gov.au/services/metrosouth/redland-hosp.asp"
"Renmark Paringa District Hospital","08 8580 4100","Ral Ral Avenue","Renmark",5341,"SA","Country Health SA","Country SA","www.sahealth.sa.gov.au/renmarkhospital","Small hospital","Public","<50",-34.164836,140.745205,1,0,0,1,0,"https://www.sahealth.sa.gov.au/renmarkhospital"
