"Name","FinYear","variable","value"
"Gunnedah Hospital","2016_17","Peer.group.average",NA
"Guyra Multi Purpose Service","2010_11","Peer.group.average",NA
"Guyra Multi Purpose Service","2011_12","Peer.group.average",NA
"Guyra Multi Purpose Service","2012_13","Peer.group.average",NA
"Guyra Multi Purpose Service","2013_14","Peer.group.average",NA
"Guyra Multi Purpose Service","2014_15","Peer.group.average",NA
"Guyra Multi Purpose Service","2015_16","Peer.group.average",NA
"Guyra Multi Purpose Service","2016_17","Peer.group.average",NA
"Hawkesbury Hospital","2010_11","Peer.group.average",0.68
"Hawkesbury Hospital","2011_12","Peer.group.average",0.47
"Hawkesbury Hospital","2012_13","Peer.group.average",0.58
"Hawkesbury Hospital","2013_14","Peer.group.average",0.48
"Hawkesbury Hospital","2014_15","Peer.group.average",0.43
"Hawkesbury Hospital","2015_16","Peer.group.average",0.52
"Hawkesbury Hospital","2016_17","Peer.group.average",0.45
"Hay Hospital","2010_11","Peer.group.average",NA
"Hay Hospital","2011_12","Peer.group.average",NA
"Hay Hospital","2012_13","Peer.group.average",NA
"Hay Hospital","2013_14","Peer.group.average",NA
"Hay Hospital","2014_15","Peer.group.average",NA
"Hay Hospital","2015_16","Peer.group.average",NA
"Hay Hospital","2016_17","Peer.group.average",NA
"Henty Multi Purpose Service","2010_11","Peer.group.average",NA
"Henty Multi Purpose Service","2011_12","Peer.group.average",NA
"Henty Multi Purpose Service","2012_13","Peer.group.average",NA
"Henty Multi Purpose Service","2013_14","Peer.group.average",NA
"Henty Multi Purpose Service","2014_15","Peer.group.average",NA
"Henty Multi Purpose Service","2015_16","Peer.group.average",NA
"Henty Multi Purpose Service","2016_17","Peer.group.average",NA
"Hillston Hospital","2010_11","Peer.group.average",NA
"Hillston Hospital","2011_12","Peer.group.average",NA
"Hillston Hospital","2012_13","Peer.group.average",NA
"Hillston Hospital","2013_14","Peer.group.average",NA
"Hillston Hospital","2014_15","Peer.group.average",NA
"Hillston Hospital","2015_16","Peer.group.average",NA
"Hillston Hospital","2016_17","Peer.group.average",NA
"Holbrook Hospital","2010_11","Peer.group.average",NA
"Holbrook Hospital","2011_12","Peer.group.average",NA
"Holbrook Hospital","2012_13","Peer.group.average",NA
"Holbrook Hospital","2013_14","Peer.group.average",NA
"Holbrook Hospital","2014_15","Peer.group.average",NA
"Holbrook Hospital","2015_16","Peer.group.average",NA
"Holbrook Hospital","2016_17","Peer.group.average",NA
"Hornsby Ku ring-gai Hospital","2010_11","Peer.group.average",1.03
"Hornsby Ku ring-gai Hospital","2011_12","Peer.group.average",0.94
"Hornsby Ku ring-gai Hospital","2012_13","Peer.group.average",0.99
"Hornsby Ku ring-gai Hospital","2013_14","Peer.group.average",0.86
"Hornsby Ku ring-gai Hospital","2014_15","Peer.group.average",0.79
"Hornsby Ku ring-gai Hospital","2015_16","Peer.group.average",0.72
"Hornsby Ku ring-gai Hospital","2016_17","Peer.group.average",0.74
"Hunter New England Mater Mental Health Service","2010_11","Peer.group.average",NA
"Hunter New England Mater Mental Health Service","2011_12","Peer.group.average",NA
"Hunter New England Mater Mental Health Service","2012_13","Peer.group.average",NA
"Hunter New England Mater Mental Health Service","2013_14","Peer.group.average",NA
"Hunter New England Mater Mental Health Service","2014_15","Peer.group.average",NA
"Hunter New England Mater Mental Health Service","2015_16","Peer.group.average",NA
"Hunter New England Mater Mental Health Service","2016_17","Peer.group.average",NA
"Illawarra Mental Health Services","2010_11","Peer.group.average",NA
"Illawarra Mental Health Services","2011_12","Peer.group.average",NA
"Illawarra Mental Health Services","2012_13","Peer.group.average",NA
"Illawarra Mental Health Services","2013_14","Peer.group.average",NA
"Illawarra Mental Health Services","2014_15","Peer.group.average",NA
"Illawarra Mental Health Services","2015_16","Peer.group.average",NA
"Illawarra Mental Health Services","2016_17","Peer.group.average",NA
"Inverell Hospital","2010_11","Peer.group.average",NA
"Inverell Hospital","2011_12","Peer.group.average",NA
"Inverell Hospital","2012_13","Peer.group.average",NA
"Inverell Hospital","2013_14","Peer.group.average",NA
"Inverell Hospital","2014_15","Peer.group.average",NA
"Inverell Hospital","2015_16","Peer.group.average",NA
"Inverell Hospital","2016_17","Peer.group.average",NA
"Ivanhoe Hospital","2010_11","Peer.group.average",NA
"Ivanhoe Hospital","2011_12","Peer.group.average",NA
"Ivanhoe Hospital","2012_13","Peer.group.average",NA
"Ivanhoe Hospital","2013_14","Peer.group.average",NA
"Ivanhoe Hospital","2014_15","Peer.group.average",NA
"Ivanhoe Hospital","2015_16","Peer.group.average",NA
"Ivanhoe Hospital","2016_17","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2010_11","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2011_12","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2012_13","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2013_14","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2014_15","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2015_16","Peer.group.average",NA
"Jerilderie Multi Purpose Service","2016_17","Peer.group.average",NA
"John Hunter Hospital","2010_11","Peer.group.average",1.62
"John Hunter Hospital","2011_12","Peer.group.average",1.43
"John Hunter Hospital","2012_13","Peer.group.average",1.37
"John Hunter Hospital","2013_14","Peer.group.average",1.33
"John Hunter Hospital","2014_15","Peer.group.average",1.13
"John Hunter Hospital","2015_16","Peer.group.average",1.03
"John Hunter Hospital","2016_17","Peer.group.average",1.09
"Junee Multi Purpose Service","2010_11","Peer.group.average",NA
"Junee Multi Purpose Service","2011_12","Peer.group.average",NA
"Junee Multi Purpose Service","2012_13","Peer.group.average",NA
"Junee Multi Purpose Service","2013_14","Peer.group.average",NA
"Junee Multi Purpose Service","2014_15","Peer.group.average",NA
"Junee Multi Purpose Service","2015_16","Peer.group.average",NA
"Junee Multi Purpose Service","2016_17","Peer.group.average",NA
"Justice Health Services","2010_11","Peer.group.average",NA
"Justice Health Services","2011_12","Peer.group.average",NA
"Justice Health Services","2012_13","Peer.group.average",NA
"Justice Health Services","2013_14","Peer.group.average",NA
"Justice Health Services","2014_15","Peer.group.average",NA
"Justice Health Services","2015_16","Peer.group.average",NA
"Justice Health Services","2016_17","Peer.group.average",NA
"Karitane Mothercraft Society","2010_11","Peer.group.average",NA
"Karitane Mothercraft Society","2011_12","Peer.group.average",NA
"Karitane Mothercraft Society","2012_13","Peer.group.average",NA
"Karitane Mothercraft Society","2013_14","Peer.group.average",NA
"Karitane Mothercraft Society","2014_15","Peer.group.average",NA
"Karitane Mothercraft Society","2015_16","Peer.group.average",NA
"Karitane Mothercraft Society","2016_17","Peer.group.average",NA
"Kempsey Hospital","2010_11","Peer.group.average",0.68
"Kempsey Hospital","2011_12","Peer.group.average",0.47
"Kempsey Hospital","2012_13","Peer.group.average",0.58
"Kempsey Hospital","2013_14","Peer.group.average",0.48
"Kempsey Hospital","2014_15","Peer.group.average",0.43
"Kempsey Hospital","2015_16","Peer.group.average",0.52
"Kempsey Hospital","2016_17","Peer.group.average",0.45
"Kenmore Hospital","2010_11","Peer.group.average",NA
"Kenmore Hospital","2011_12","Peer.group.average",NA
"Kenmore Hospital","2012_13","Peer.group.average",NA
"Kenmore Hospital","2013_14","Peer.group.average",NA
"Kenmore Hospital","2014_15","Peer.group.average",NA
"Kenmore Hospital","2015_16","Peer.group.average",NA
"Kenmore Hospital","2016_17","Peer.group.average",NA
"Kiama Hospital","2010_11","Peer.group.average",NA
"Kiama Hospital","2011_12","Peer.group.average",NA
"Kiama Hospital","2012_13","Peer.group.average",NA
"Kiama Hospital","2013_14","Peer.group.average",NA
"Kiama Hospital","2014_15","Peer.group.average",NA
"Kiama Hospital","2015_16","Peer.group.average",NA
"Kiama Hospital","2016_17","Peer.group.average",NA
"Kurri Kurri Hospital","2010_11","Peer.group.average",NA
"Kurri Kurri Hospital","2011_12","Peer.group.average",NA
"Kurri Kurri Hospital","2012_13","Peer.group.average",NA
"Kurri Kurri Hospital","2013_14","Peer.group.average",NA
"Kurri Kurri Hospital","2014_15","Peer.group.average",NA
"Kurri Kurri Hospital","2015_16","Peer.group.average",NA
"Kurri Kurri Hospital","2016_17","Peer.group.average",NA
"Kyogle Multi Purpose Service","2010_11","Peer.group.average",NA
"Kyogle Multi Purpose Service","2011_12","Peer.group.average",NA
"Kyogle Multi Purpose Service","2012_13","Peer.group.average",NA
"Kyogle Multi Purpose Service","2013_14","Peer.group.average",NA
"Kyogle Multi Purpose Service","2014_15","Peer.group.average",NA
"Kyogle Multi Purpose Service","2015_16","Peer.group.average",NA
"Kyogle Multi Purpose Service","2016_17","Peer.group.average",NA
"Lachlan Health Service   Forbes","2010_11","Peer.group.average",NA
"Lachlan Health Service   Forbes","2011_12","Peer.group.average",NA
"Lachlan Health Service   Forbes","2012_13","Peer.group.average",NA
"Lachlan Health Service   Forbes","2013_14","Peer.group.average",NA
"Lachlan Health Service   Forbes","2014_15","Peer.group.average",NA
"Lachlan Health Service   Forbes","2015_16","Peer.group.average",NA
"Lachlan Health Service   Forbes","2016_17","Peer.group.average",NA
"Lachlan Health Service   Parkes","2010_11","Peer.group.average",NA
"Lachlan Health Service   Parkes","2011_12","Peer.group.average",NA
"Lachlan Health Service   Parkes","2012_13","Peer.group.average",NA
"Lachlan Health Service   Parkes","2013_14","Peer.group.average",NA
"Lachlan Health Service   Parkes","2014_15","Peer.group.average",NA
"Lachlan Health Service   Parkes","2015_16","Peer.group.average",NA
"Lachlan Health Service   Parkes","2016_17","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2010_11","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2011_12","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2012_13","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2013_14","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2014_15","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2015_16","Peer.group.average",NA
"Lake Cargelligo Multi Purpose Service","2016_17","Peer.group.average",NA
"Leeton Hospital","2010_11","Peer.group.average",NA
"Leeton Hospital","2011_12","Peer.group.average",NA
"Leeton Hospital","2012_13","Peer.group.average",NA
"Leeton Hospital","2013_14","Peer.group.average",NA
"Leeton Hospital","2014_15","Peer.group.average",NA
"Leeton Hospital","2015_16","Peer.group.average",NA
"Leeton Hospital","2016_17","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2010_11","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2011_12","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2012_13","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2013_14","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2014_15","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2015_16","Peer.group.average",NA
"Lightning Ridge Multi Purpose Service","2016_17","Peer.group.average",NA
"Lismore Hospital","2010_11","Peer.group.average",1.03
"Lismore Hospital","2011_12","Peer.group.average",0.94
"Lismore Hospital","2012_13","Peer.group.average",0.99
"Lismore Hospital","2013_14","Peer.group.average",0.86
"Lismore Hospital","2014_15","Peer.group.average",0.79
"Lismore Hospital","2015_16","Peer.group.average",0.72
"Lismore Hospital","2016_17","Peer.group.average",0.74
"Lithgow Hospital","2010_11","Peer.group.average",NA
"Lithgow Hospital","2011_12","Peer.group.average",NA
"Lithgow Hospital","2012_13","Peer.group.average",NA
"Lithgow Hospital","2013_14","Peer.group.average",NA
"Lithgow Hospital","2014_15","Peer.group.average",NA
"Lithgow Hospital","2015_16","Peer.group.average",NA
"Lithgow Hospital","2016_17","Peer.group.average",NA
"Liverpool Hospital","2010_11","Peer.group.average",1.62
"Liverpool Hospital","2011_12","Peer.group.average",1.43
"Liverpool Hospital","2012_13","Peer.group.average",1.37
"Liverpool Hospital","2013_14","Peer.group.average",1.33
"Liverpool Hospital","2014_15","Peer.group.average",1.13
"Liverpool Hospital","2015_16","Peer.group.average",1.03
"Liverpool Hospital","2016_17","Peer.group.average",1.09
"Lockhart Hospital","2010_11","Peer.group.average",NA
"Lockhart Hospital","2011_12","Peer.group.average",NA
"Lockhart Hospital","2012_13","Peer.group.average",NA
"Lockhart Hospital","2013_14","Peer.group.average",NA
"Lockhart Hospital","2014_15","Peer.group.average",NA
"Lockhart Hospital","2015_16","Peer.group.average",NA
"Lockhart Hospital","2016_17","Peer.group.average",NA
"Long Jetty Health Care Centre","2010_11","Peer.group.average",NA
"Long Jetty Health Care Centre","2011_12","Peer.group.average",NA
"Long Jetty Health Care Centre","2012_13","Peer.group.average",NA
"Long Jetty Health Care Centre","2013_14","Peer.group.average",NA
"Long Jetty Health Care Centre","2014_15","Peer.group.average",NA
"Long Jetty Health Care Centre","2015_16","Peer.group.average",NA
"Long Jetty Health Care Centre","2016_17","Peer.group.average",NA
"Lourdes Hospital Dubbo","2010_11","Peer.group.average",NA
"Lourdes Hospital Dubbo","2011_12","Peer.group.average",NA
"Lourdes Hospital Dubbo","2012_13","Peer.group.average",NA
"Lourdes Hospital Dubbo","2013_14","Peer.group.average",NA
"Lourdes Hospital Dubbo","2014_15","Peer.group.average",NA
"Lourdes Hospital Dubbo","2015_16","Peer.group.average",NA
"Lourdes Hospital Dubbo","2016_17","Peer.group.average",NA
"Macksville Hospital","2010_11","Peer.group.average",NA
"Macksville Hospital","2011_12","Peer.group.average",NA
"Macksville Hospital","2012_13","Peer.group.average",NA
"Macksville Hospital","2013_14","Peer.group.average",NA
"Macksville Hospital","2014_15","Peer.group.average",NA
"Macksville Hospital","2015_16","Peer.group.average",NA
"Macksville Hospital","2016_17","Peer.group.average",NA
"Maclean Hospital","2010_11","Peer.group.average",NA
"Maclean Hospital","2011_12","Peer.group.average",NA
"Maclean Hospital","2012_13","Peer.group.average",NA
"Maclean Hospital","2013_14","Peer.group.average",NA
"Maclean Hospital","2014_15","Peer.group.average",NA
"Maclean Hospital","2015_16","Peer.group.average",NA
"Maclean Hospital","2016_17","Peer.group.average",NA
"Macquarie Hospital","2010_11","Peer.group.average",NA
"Macquarie Hospital","2011_12","Peer.group.average",NA
"Macquarie Hospital","2012_13","Peer.group.average",NA
"Macquarie Hospital","2013_14","Peer.group.average",NA
"Macquarie Hospital","2014_15","Peer.group.average",NA
"Macquarie Hospital","2015_16","Peer.group.average",NA
"Macquarie Hospital","2016_17","Peer.group.average",NA
"Maitland Hospital","2010_11","Peer.group.average",0.68
"Maitland Hospital","2011_12","Peer.group.average",0.47
"Maitland Hospital","2012_13","Peer.group.average",0.58
"Maitland Hospital","2013_14","Peer.group.average",0.48
"Maitland Hospital","2014_15","Peer.group.average",0.43
"Maitland Hospital","2015_16","Peer.group.average",0.52
"Maitland Hospital","2016_17","Peer.group.average",0.45
"Manilla Hospital","2010_11","Peer.group.average",NA
"Manilla Hospital","2011_12","Peer.group.average",NA
